OrderID,Sales_Regression_Predict,Product,ABC_Product,OrderDate,Month,Year,CustomerID,EmployeeID,ShipperID,ProductID,Sales,Costs,Profit,Quantity,Discount,Freight,CategoryID,Category,Description,Supplier,SupplierContact,SupplierCountry,SupplierID,Extension,EmployeeName,ManagerName,Hire Date,Office,Title,Year Salary,ReportsTo,RFM_Value
10260,1242.49337745697,Sheat Shoes,A,03.15.2012,3,2012,56,8,2,62,540.38,373.51,166.87,15,108.08,56.99,3,Sportwear,Sports…,Fast Runners,Ben Johnsson,Canada,29,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10260,1421.96340832133,US-Master Jeans,A,03.15.2012,3,2012,56,8,2,70,770.96,532.89,238.07,21,154.19,56.99,1,Men's Clothes,Fashion for Men,New Balls,Pat Cash,Australia,7,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10261,516.180073476065,Basket Shoes,B,10.16.2012,10,2012,61,2,2,21,200.2,172.97,27.23,20,0,63.78,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10261,664.739196834458,LA. Shorts,C,10.16.2012,10,2012,61,2,2,35,131.2,115.92,15.28,20,0,63.78,4,Bath Clothes,Beachwear,Smooth Clothes,Pamela Andersson,USA,16,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10262,377.924585952993,O-Man Underwear,C,08.19.2009,8,2009,65,2,2,5,80.35,57.85,22.5,12,13.39,33.19,1,Men's Clothes,Fashion for Men,Big L,James Brown,USA,2,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10262,183.717138279637,Conserve Shoes,A,08.19.2009,8,2009,65,2,2,7,574.5,496.37,78.13,15,0,33.19,7,Children's wear,3-15 Years,Dressed for Succes,Glenn Miller,USA,3,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10262,905.96826305585,High Heels Shoes,A,08.19.2009,8,2009,65,2,2,56,69.1,59.7,9.4,2,0,33.19,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10263,602.930765536228,Wimbledon T-Shirt,B,10.20.2012,10,2012,63,7,2,16,709.5,490.41,219.09,60,141.9,30.64,3,Sportwear,Sports…,New Balls,Pat Cash,Australia,7,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10263,782.400796400585,Samba Socker  Socks,C,10.20.2012,10,2012,63,7,2,24,114.52,100.78,13.74,28,0,30.64,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10263,604.366839424193,Baby Dark Lounge Suit,B,10.20.2012,10,2012,63,7,2,30,1992.75,1377.39,615.36,60,398.55,30.64,8,Babywear,0-3 Years,Executive Clothing GMBH,Markus Danzig,Germany,13,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10263,1223.64438550209,Nikee Running Shoes,B,10.20.2012,10,2012,63,7,2,74,1254.15,866.87,387.28,36,250.83,30.64,7,Children's wear,3-15 Years,Nitsuchiba,James Sushi,Japan,4,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10264,491.152404545443,Mr X Trousers,A,10.20.2011,10,2011,17,7,2,2,719.25,621.43,97.82,35,0,54.09,1,Men's Clothes,Fashion for Men,Sunny Clothes,Peter Shilton,UK,1,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,2
10264,749.991035351765,Duck Shirt,B,10.20.2011,10,2011,17,7,2,41,274.56,211.52,63.04,25,35.81,54.09,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,2
10265,444.649638343199,TieBreak Tennis shoes,A,10.21.2011,10,2011,7,5,1,17,717,619.49,97.51,30,0,28.57,6,Men's Footwear,Men Shoes,New Balls,Pat Cash,Australia,7,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,2
10265,1330.1973032868,US-Master Jeans,A,10.21.2011,10,2011,7,5,1,70,556.2,486.5,69.7,20,0,28.57,1,Men's Clothes,Fashion for Men,New Balls,Pat Cash,Australia,7,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,2
10266,543.784451782226,Tiny Winy Hot Bikini,C,10.23.2012,10,2012,87,8,2,12,128.02,105.34,22.68,12,6.1,32.72,4,Bath Clothes,Beachwear,Los Hombres Machos,Antonio Banderas,Spain,5,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10267,767.341173763797,Duck Trousers,B,04.25.2012,4,2012,25,8,2,40,935.5,808.27,127.23,50,0,49.7,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10267,1202.77768765855,Rasta WCT,B,04.25.2012,4,2012,25,8,2,59,697.13,523.76,173.37,70,90.93,49.7,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10267,1464.61402555058,Minnki Palsii,A,04.25.2012,4,2012,25,8,2,76,6356.8,4775.89,1580.91,15,829.15,49.7,2,Womens wear,Fashion for Women,Nordik Koskenkorva,Juha Mieto,Finland,23,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10268,542.334994180562,Davenport,A,10.27.2009,10,2009,33,3,2,29,1173,1013.47,159.53,10,0,69.28,6,Men's Footwear,Men Shoes,Austerlich,Karl Heinz Berger,Germany,12,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10268,1185.15473935992,Rossi Shorts,C,10.27.2009,10,2009,33,3,2,72,50.56,43.68,6.88,4,0,69.28,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10269,705.631534347955,Car Boots,B,07.28.2010,7,2010,89,3,2,33,1726.2,1420.42,305.78,60,82.2,54.26,3,Sportwear,Sports…,Bar Akeri,Atle Skardal,Norway,15,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10269,1185.15473935992,Rossi Shorts,C,07.28.2010,7,2010,89,3,2,72,255.57,210.3,45.27,20,12.17,54.26,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10270,683.79821902105,Mehmet-Troja,C,10.29.2012,10,2012,87,7,2,36,233.4,201.66,31.74,30,0,21.29,8,Babywear,0-3 Years,ABC,Anna Book,Sweden,17,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,1
10270,923.591211354478,Summer Shorts,C,10.29.2012,10,2012,87,7,2,43,326.5,282.1,44.4,25,0,21.29,4,Bath Clothes,Beachwear,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,1
10271,675.042832669779,Car Boots,B,03.09.2010,3,2010,37,2,2,33,577.44,498.91,78.53,24,0,62.31,3,Sportwear,Sports…,Bar Akeri,Atle Skardal,Norway,15,101,Elvis Presley,__,09.14.1993,1,President,80000,0,4
10272,533.530211888098,Tennis Suit,A,08.30.2010,8,2010,65,3,2,20,529.5,457.49,72.01,6,0,40.25,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10272,642.373645448062,Rossi Bermuda Shorts,B,08.30.2010,8,2010,65,3,2,31,312.4,269.91,42.49,40,0,40.25,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10272,1185.15473935992,Rossi Shorts,C,08.30.2010,8,2010,65,3,2,72,282.24,263.43,18.81,24,0,40.25,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10273,339.595574101337,Sapporoo Gloves,C,01.01.2012,1,2012,63,7,2,10,173.38,142.66,30.71,24,8.26,78,8,Babywear,0-3 Years,Nitsuchiba,James Sushi,Japan,4,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10273,764.728452160764,Rossi Bermuda Shorts,B,01.01.2012,1,2012,63,7,2,31,140.96,115.99,24.97,15,6.71,78,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10273,827.986341060657,Car Boots,B,01.01.2012,1,2012,63,7,2,33,509,439.78,69.22,20,0,78,3,Sportwear,Sports…,Bar Akeri,Atle Skardal,Norway,15,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10273,736.752472085622,Duck Trousers,B,01.01.2012,1,2012,63,7,2,40,1219.05,1003.1,215.95,60,58.05,78,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10273,1434.02532387241,Minnki Palsii,A,01.01.2012,1,2012,63,7,2,76,14281.34,11751.51,2529.84,33,680.06,78,2,Womens wear,Fashion for Women,Nordik Koskenkorva,Juha Mieto,Finland,23,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,5
10274,1343.43586655295,Atles Lussekofta,A,11.03.2012,11,2012,85,5,1,71,623.4,538.62,84.78,20,0,35.09,1,Men's Clothes,Fashion for Men,Bar Akeri,Atle Skardal,Norway,15,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,1
10274,1246.33214271627,Rossi Shorts,C,11.03.2012,11,2012,85,5,1,72,83.93,72.52,11.41,7,0,35.09,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,1
10275,843.578199756936,Samba Socker  Socks,C,11.03.2011,11,2011,73,9,2,24,51.91,46.05,5.86,12,2.47,29.81,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,2
10275,1233.36638933672,Rasta WCT,B,11.03.2011,11,2011,73,9,2,59,56.2,46.24,9.95,6,2.68,29.81,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,2
10276,156.063364032283,Sapporoo Gloves,C,01.05.2010,1,2010,80,1,3,10,103.8,89.68,14.12,15,0,22.95,8,Babywear,0-3 Years,Nitsuchiba,James Sushi,Japan,4,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10276,195.779053830712,Aino Shoes,B,01.05.2010,1,2010,80,1,3,13,274.5,237.17,37.33,10,0,22.95,8,Babywear,0-3 Years,SatSUMAs,Hirosho Tayoto,Japan,6,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10277,614.670475259515,RDL Suit,A,11.06.2012,11,2012,1,7,2,28,889.6,768.61,120.99,20,0,77.65,7,Children's wear,3-15 Years,Austerlich,Karl Heinz Berger,Germany,12,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,4
10277,1211.9046757788,Sheat Shoes,A,11.06.2012,11,2012,1,7,2,62,360.96,311.87,49.09,12,0,77.65,3,Sportwear,Sports…,Fast Runners,Ben Johnsson,Canada,29,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,4
10278,857.447790964957,Okkaba Skin Jackets,A,11.09.2009,11,2009,5,2,2,44,1292.48,1116.7,175.78,16,0,50.46,2,Womens wear,Fashion for Women,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,101,Elvis Presley,__,09.14.1993,1,President,80000,0,3
10278,1019.24547758949,Rasta WCT,B,11.09.2009,11,2009,5,2,2,59,128.55,115.22,13.33,15,0,50.46,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,101,Elvis Presley,__,09.14.1993,1,President,80000,0,3
10278,1108.98049302167,Serve-Shirt,C,11.09.2009,11,2009,5,2,2,63,168.16,145.29,22.87,8,0,50.46,2,Womens wear,Fashion for Women,New Balls,Pat Cash,Australia,7,101,Elvis Presley,__,09.14.1993,1,President,80000,0,3
10278,1020.68155147746,Mehmet-Napp,C,11.09.2009,11,2009,5,2,2,73,26.75,23.11,3.64,25,0,50.46,8,Babywear,0-3 Years,ABC,Anna Book,Sweden,17,101,Elvis Presley,__,09.14.1993,1,President,80000,0,3
10279,505.82704169955,TieBreak Tennis shoes,A,11.09.2011,11,2011,44,7,2,17,506.63,372.12,134.51,15,101.33,46.34,6,Men's Footwear,Men Shoes,New Balls,Pat Cash,Australia,7,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,3
10280,660.045989687883,Samba Socker  Socks,C,03.11.2010,3,2010,5,3,2,24,51,44.06,6.94,12,0,38.06,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10280,996.879926203097,Feiss Fleece Trousers,A,03.11.2010,3,2010,5,3,2,55,849.4,733.88,115.52,20,0,38.06,3,Sportwear,Sports…,Mountain International,Celine Dion,Canada,25,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10280,1335.21271626117,Bow tie,B,03.11.2010,3,2010,5,3,2,75,216.3,186.88,29.42,30,0,38.06,1,Men's Clothes,Fashion for Men,Austerlich,Karl Heinz Berger,Germany,12,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10281,550.88035030013,Squash Shorts,C,11.10.2011,11,2011,69,4,1,19,9.9,8.55,1.35,1,0,21.86,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,1
10281,690.634691366058,Samba Socker  Socks,C,11.10.2011,11,2011,69,4,1,24,25.08,21.67,3.41,6,0,21.86,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,1
10281,725.916600190809,LA. Shorts,C,11.10.2011,11,2011,69,4,1,35,25.48,22.44,3.04,4,0,21.86,4,Bath Clothes,Beachwear,Smooth Clothes,Pamela Andersson,USA,16,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,1
10282,543.189436067842,Baby Dark Lounge Suit,B,11.11.2011,11,2011,69,5,1,30,158.28,136.75,21.53,6,0,22.03,8,Babywear,0-3 Years,Executive Clothing GMBH,Markus Danzig,Germany,13,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,1
10282,1010.97293135652,Burned Rubber Shoes,C,11.11.2011,11,2011,69,5,1,57,42.04,36.32,5.72,2,0,22.03,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,1
10283,473.529456246815,Sumi Underwear,C,11.13.2012,11,2012,46,2,2,15,130.6,112.84,17.76,20,0,66.34,2,Womens wear,Fashion for Women,SatSUMAs,Hirosho Tayoto,Japan,6,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10283,489.702946943779,Squash Shorts,C,11.13.2012,11,2012,46,2,2,19,165.24,142.77,22.47,18,0,66.34,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10283,1032.48404085564,Game Over T-Shirt,C,11.13.2012,11,2012,46,2,2,60,181.3,156.64,24.66,35,0,66.34,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10283,1154.56603768174,Rossi Shorts,C,11.13.2012,11,2012,46,2,2,72,34.98,30.22,4.76,3,0,66.34,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10284,748.5549614638,Tracksuit,B,11.15.2011,11,2011,44,7,2,27,806.81,557.67,249.14,15,161.36,65.41,3,Sportwear,Sports…,Der Bahnhof,Karl Straubaum,Germany,11,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,3
10284,1010.39129935584,Okkaba Skin Jackets,A,11.15.2011,11,2011,44,7,2,44,1435.77,1240.51,195.26,21,0,65.41,2,Womens wear,Fashion for Women,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,3
10284,1185.42754924651,Game Over T-Shirt,C,11.15.2011,11,2011,44,7,2,60,118.25,81.73,36.52,20,23.65,65.41,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,3
